Filename,Lines,Line Samples,Bands,First Band (µm),Last Band (µm),Possible Elements
v1477485078_1.lbl,12,12,352,0.36,0.42,
v1514165575_1.lbl,18,36,352,0.35895,0.3879,
v1487110011_1.lbl,48,64,352,0.36,0.42,
v1485868516_1.lbl,24,24,352,0.36,0.42,
v1483232290_1.lbl,6,6,352,0.36,0.42,
v1479475860_1.lbl,64,64,352,0.36,0.42,
v1512204682_1.lbl,12,64,352,0.35895,0.3879,
v1514193645_1.lbl,16,24,352,0.35895,0.3879,
v1478543011_1.lbl,32,64,352,0.36,0.42,
v1485871328_1.lbl,24,24,352,0.36,0.42,
v1514571298_1.lbl,16,12,352,0.35895,0.3879,
v1471935105_5.lbl,54,60,352,0.36,0.42,
v1477860392_1.lbl,32,32,352,0.36,0.42,
v1514059497_1.lbl,24,48,352,0.35895,0.3879,
v1477307225_1.lbl,12,48,352,0.36,0.42,
v1472277640_1.lbl,54,60,352,0.36,0.42,
v1486986851_1.lbl,64,64,352,0.36,0.42,
v1512068764_4.lbl,12,32,352,0.35895,0.3879,
v1512349678_1.lbl,24,64,352,0.35895,0.3879,
v1514070144_1.lbl,24,48,352,0.35895,0.3879,
v1514186305_1.lbl,64,64,352,0.35895,0.3879,
v1470646239_1.lbl,54,60,352,0.36,0.42,
v1476321118_1.lbl,48,48,352,0.36,0.42,
v1480509756_1.lbl,32,32,352,0.36,0.42,
v1512105321_1.lbl,12,32,352,0.35895,0.3879,
v1512005681_1.lbl,12,32,352,0.35895,0.3879,
v1487120675_1.lbl,12,12,352,0.36,0.42,
v1485792071_1.lbl,64,64,352,0.36,0.42,
v1481468940_1.lbl,48,48,352,0.36,0.42,
v1487118608_1.lbl,12,12,352,0.36,0.42,
v1471107338_1.lbl,54,60,352,0.36,0.42,
v1467451393_1.lbl,42,64,352,0.36,0.42,
v1512343562_1.lbl,32,64,352,0.35895,0.3879,
v1514067206_1.lbl,24,48,352,0.35895,0.3879,
v1477949695_1.lbl,12,64,352,0.36,0.42,
v1514335268_1.lbl,64,64,352,0.35895,0.3879,
v1511981880_1.lbl,16,12,352,0.35895,0.3879,
v1485791043_1.lbl,12,12,352,0.36,0.42,
v1475048593_4.lbl,60,48,352,0.36,0.42,
v1477309837_1.lbl,12,48,352,0.36,0.42,
v1511986147_1.lbl,16,12,352,0.35895,0.3879,
v1485790800_1.lbl,12,12,352,0.36,0.42,
v1514007160_1.lbl,12,24,352,0.35895,0.3879,
v1512237440_1.lbl,64,64,352,0.35895,0.3879,
v1477859908_1.lbl,32,32,352,0.36,0.42,
v1477950312_1.lbl,12,64,352,0.36,0.42,
v1511980457_1.lbl,16,12,352,0.35895,0.3879,
v1484862646_1.lbl,64,16,352,0.36,0.42,
v1477670902_1.lbl,12,64,352,0.36,0.42,
v1470911726_1.lbl,54,60,352,0.36,0.42,
v1486980353_1.lbl,64,64,352,0.36,0.42,
v1471881382_1.lbl,54,60,352,0.36,0.42,
v1474481977_1.lbl,60,48,352,0.36,0.42,
v1477459118_1.lbl,64,64,352,0.36,0.42,
v1470708914_7.lbl,54,60,352,0.36,0.42,
v1485796840_1.lbl,12,12,352,0.36,0.42,
v1514189090_1.lbl,32,32,352,0.35895,0.3879,
v1514062658_1.lbl,24,48,352,0.35895,0.3879,
v1471367455_1.lbl,54,60,352,0.36,0.42,
v1474745598_1.lbl,60,48,352,0.36,0.42,
v1475015974_1.lbl,60,48,352,0.36,0.42,
v1471248975_1.lbl,54,60,352,0.36,0.42,
v1512154833_3.lbl,12,64,352,0.35895,0.3879,
v1476325503_1.lbl,54,54,352,0.36,0.42,
v1514301526_1.lbl,12,12,352,0.35895,0.3879,
v1513910321_1.lbl,12,24,352,0.35895,0.3879,
v1512242207_1.lbl,64,64,352,0.35895,0.3879,
v1484528864_1.lbl,24,48,352,0.36,0.42,
v1472518946_1.lbl,54,60,352,0.36,0.42,
v1485753784_1.lbl,32,64,352,0.36,0.42,
v1513891694_1.lbl,12,24,352,0.35895,0.3879,
v1514576751_1.lbl,16,12,352,0.35895,0.3879,
v1473802781_1.lbl,64,64,352,0.36,0.42,
v1514287583_1.lbl,64,64,352,0.35895,0.3879,
v1483173096_1.lbl,36,36,352,0.36,0.42,
v1477956482_1.lbl,12,64,352,0.36,0.42,
v1479256460_1.lbl,64,64,352,0.36,0.42,
v1485790657_1.lbl,12,12,352,0.36,0.42,
v1475010887_1.lbl,60,48,352,0.36,0.42,
v1486561667_1.lbl,48,36,352,0.36,0.42,
v1514277901_1.lbl,64,64,352,0.35895,0.3879,
v1477484240_1.lbl,12,12,352,0.36,0.42,
v1513894256_1.lbl,12,24,352,0.35895,0.3879,
v1468889053_1.lbl,18,18,352,0.36,0.42,
v1513887473_1.lbl,12,24,352,0.35895,0.3879,
v1485785783_1.lbl,12,12,352,0.36,0.42,
v1475253101_1.lbl,60,48,352,0.36,0.42,
v1478612288_1.lbl,48,48,352,0.36,0.42,
v1513892828_1.lbl,12,24,352,0.35895,0.3879,
v1474988472_1.lbl,60,48,352,0.36,0.42,
v1514194640_1.lbl,64,64,352,0.35895,0.3879,
v1514563579_1.lbl,16,12,352,0.35895,0.3879,
v1477694198_1.lbl,16,64,352,0.36,0.42,
v1467458864_1.lbl,48,48,352,0.36,0.42,
v1513889909_1.lbl,12,24,352,0.35895,0.3879,
v1485874477_1.lbl,24,24,352,0.36,0.42,
v1470972592_1.lbl,54,60,352,0.36,0.42,
v1514577225_1.lbl,16,12,352,0.35895,0.3879,
v1486982281_1.lbl,64,64,352,0.36,0.42,
v1487016221_1.lbl,64,64,352,0.36,0.42,
v1514479241_1.lbl,12,32,352,0.35895,0.3879,
v1471753889_1.lbl,54,60,352,0.36,0.42,
v1512181533_1.lbl,12,64,352,0.35895,0.3879,
v1514229064_1.lbl,32,32,352,0.35895,0.3879,
v1481600032_1.lbl,48,12,352,0.36,0.42,
v1512351062_1.lbl,24,64,352,0.35895,0.3879,
v1473191452_1.lbl,54,60,352,0.36,0.42,
v1511989467_1.lbl,16,12,352,0.35895,0.3879,
v1486833876_1.lbl,64,64,352,0.36,0.42,
v1474525211_1.lbl,60,48,352,0.36,0.42,
v1485869457_1.lbl,24,24,352,0.36,0.42,
v1514006278_1.lbl,12,24,352,0.35895,0.3879,
v1512193894_1.lbl,12,64,352,0.35895,0.3879,
v1477488477_1.lbl,12,12,352,0.36,0.42,
v1481766708_1.lbl,24,32,352,0.36,0.42,
v1476944152_6.lbl,64,64,352,0.36,0.42,
v1512076062_1.lbl,12,32,352,0.35895,0.3879,
v1471766539_1.lbl,54,60,352,0.36,0.42,
v1485780966_1.lbl,4,16,352,0.36,0.42,
v1514570823_1.lbl,16,12,352,0.35895,0.3879,
v1481382539_1.lbl,48,48,352,0.36,0.42,
v1487114858_1.lbl,48,64,352,0.36,0.42,
v1472978229_1.lbl,54,60,352,0.36,0.42,
v1475285327_1.lbl,60,48,352,0.36,0.42,
v1514295556_1.lbl,12,12,352,0.35895,0.3879,
v1512153272_1.lbl,12,64,352,0.35895,0.3879,
v1484601403_1.lbl,48,54,352,0.36,0.42,
v1483224093_1.lbl,12,13,352,0.36,0.42,
v1514561919_1.lbl,16,12,352,0.35895,0.3879,
v1481666664_4.lbl,64,64,352,0.36,0.42,
v1477884810_1.lbl,32,32,352,0.36,0.42,
v1478479442_1.lbl,32,32,352,0.36,0.42,
v1472969272_5.lbl,54,60,352,0.36,0.42,
v1473232589_1.lbl,54,60,352,0.36,0.42,
v1481626319_1.lbl,12,24,352,0.36,0.42,
v1514572483_1.lbl,16,12,352,0.35895,0.3879,
v1487095182_1.lbl,48,64,352,0.36,0.42,
v1479358209_1.lbl,64,64,352,0.36,0.42,
v1513885625_1.lbl,12,24,352,0.35895,0.3879,
v1470508849_1.lbl,64,40,352,0.36,0.42,
v1514188481_1.lbl,32,32,352,0.35895,0.3879,
v1472533309_1.lbl,54,60,352,0.36,0.42,
v1486968877_1.lbl,64,64,352,0.36,0.42,
v1477591124_1.lbl,64,12,352,0.36,0.42,
v1481710588_1.lbl,64,48,352,0.36,0.42,
v1481625137_1.lbl,12,24,352,0.36,0.42,
v1513822627_1.lbl,8,48,352,0.35895,0.3879,
v1472009513_1.lbl,54,60,352,0.36,0.42,
v1511976663_1.lbl,16,12,352,0.35895,0.3879,
v1476821110_1.lbl,64,64,352,0.36,0.42,
v1479411582_1.lbl,64,64,352,0.36,0.42,
v1481713502_1.lbl,64,32,352,0.36,0.42,
v1470653424_1.lbl,54,60,352,0.36,0.42,
v1486736925_1.lbl,64,64,352,0.36,0.42,
v1477778709_1.lbl,64,64,352,0.36,0.42,
v1514130080_1.lbl,36,36,352,0.35895,0.3879,
v1476837501_7.lbl,48,48,352,0.36,0.42,
v1474007704_1.lbl,60,48,352,0.36,0.42,
v1514321059_1.lbl,64,64,352,0.35895,0.3879,
v1486383399_1.lbl,64,64,352,0.36,0.42,
v1477874006_1.lbl,32,32,352,0.36,0.42,
v1477861376_1.lbl,32,32,352,0.36,0.42,
v1514192235_1.lbl,16,24,352,0.35895,0.3879,
v1485780339_1.lbl,12,12,352,0.36,0.42,
v1486960489_1.lbl,64,64,352,0.36,0.42,
v1485882667_1.lbl,24,24,352,0.36,0.42,
v1485872841_1.lbl,24,24,352,0.36,0.42,
v1467526387_1.lbl,48,48,352,0.36,0.42,
v1513882832_1.lbl,12,24,352,0.35895,0.3879,
v1479818785_1.lbl,64,64,352,0.36,0.42,
v1513998448_1.lbl,18,36,352,0.35895,0.3879,
v1474761681_1.lbl,60,48,352,0.36,0.42,
v1479732361_1.lbl,64,64,352,0.36,0.42,
v1513818244_1.lbl,8,48,352,0.35895,0.3879,
v1477519241_4.lbl,64,16,352,0.36,0.42,
v1481617957_1.lbl,12,36,352,0.36,0.42,
v1485869222_1.lbl,24,24,352,0.36,0.42,
v1512158374_1.lbl,12,64,352,0.35895,0.3879,
v1487112416_1.lbl,48,64,352,0.36,0.42,
v1486566808_1.lbl,64,64,352,0.36,0.42,
v1513897469_1.lbl,12,24,352,0.35895,0.3879,
v1474245640_1.lbl,60,48,352,0.36,0.42,
v1485763671_1.lbl,32,64,352,0.36,0.42,
v1486472618_3.lbl,64,64,352,0.36,0.42,
v1473035572_4.lbl,54,60,352,0.36,0.42,
v1472723561_1.lbl,54,60,352,0.36,0.42,
v1512348175_1.lbl,32,64,352,0.35895,0.3879,
v1479860040_1.lbl,48,48,352,0.36,0.42,
v1514061437_1.lbl,24,48,352,0.35895,0.3879,
v1483232480_1.lbl,6,6,352,0.36,0.42,
v1514084961_1.lbl,18,36,352,0.35895,0.3879,
v1512342292_1.lbl,32,64,352,0.35895,0.3879,
v1514301013_1.lbl,12,12,352,0.35895,0.3879,
v1514300850_1.lbl,12,12,352,0.35895,0.3879,
v1487005445_1.lbl,64,64,352,0.36,0.42,
v1514298827_1.lbl,12,12,352,0.35895,0.3879,
v1512356533_1.lbl,24,64,352,0.35895,0.3879,
v1476565705_1.lbl,48,48,352,0.36,0.42,
v1487116785_1.lbl,48,64,352,0.36,0.42,
v1483223990_1.lbl,12,13,352,0.36,0.42,
v1481206789_3.lbl,64,64,352,0.36,0.42,
v1474272728_1.lbl,60,48,352,0.36,0.42,
v1514156797_1.lbl,12,24,352,0.35895,0.3879,
v1474756100_4.lbl,60,48,352,0.36,0.42,
v1514000450_1.lbl,18,36,352,0.35895,0.3879,
v1512357919_1.lbl,24,64,352,0.35895,0.3879,
v1471942281_1.lbl,54,60,352,0.36,0.42,
v1474762303_1.lbl,60,48,352,0.36,0.42,
v1477869286_1.lbl,32,32,352,0.36,0.42,
v1514066226_1.lbl,24,48,352,0.35895,0.3879,
v1513999946_1.lbl,18,36,352,0.35895,0.3879,
v1514342640_1.lbl,64,64,352,0.35895,0.3879,
v1513804714_1.lbl,8,48,352,0.35895,0.3879,
v1485887339_1.lbl,24,24,352,0.36,0.42,
v1476216079_1.lbl,24,24,352,0.36,0.42,
v1512180492_1.lbl,12,64,352,0.35895,0.3879,
v1479511858_1.lbl,64,64,352,0.36,0.42,
v1473184193_1.lbl,64,64,352,0.36,0.42,
v1514067453_1.lbl,24,48,352,0.35895,0.3879,
v1485800917_1.lbl,12,12,352,0.36,0.42,
v1512098398_1.lbl,24,24,352,0.35895,0.3879,
v1483233525_1.lbl,6,6,352,0.36,0.42,
v1477638399_1.lbl,18,18,352,0.36,0.42,
v1476299179_1.lbl,48,54,352,0.36,0.42,
v1513886696_1.lbl,12,24,352,0.35895,0.3879,
v1512201039_1.lbl,12,64,352,0.35895,0.3879,
v1478545599_1.lbl,32,64,352,0.36,0.42,
v1514079856_1.lbl,18,36,352,0.35895,0.3879,
v1484580518_1.lbl,18,48,352,0.36,0.42,
v1467459938_1.lbl,36,36,352,0.36,0.42,
v1512096270_1.lbl,12,32,352,0.35895,0.3879,
v1484511736_1.lbl,18,48,352,0.36,0.42,
v1478542837_1.lbl,32,64,352,0.36,0.42,
v1485752481_1.lbl,32,64,352,0.36,0.42,
v1479947753_1.lbl,64,64,352,0.36,0.42,
v1483233624_1.lbl,6,6,352,0.36,0.42,
v1512210358_3.lbl,12,64,352,0.35895,0.3879,
v1514315553_1.lbl,64,64,352,0.35895,0.3879,
v1514300623_1.lbl,12,12,352,0.35895,0.3879,
v1487101527_1.lbl,12,12,352,0.36,0.42,
v1477740823_1.lbl,8,64,352,0.36,0.42,
v1512353699_1.lbl,24,64,352,0.35895,0.3879,
v1479677991_1.lbl,64,64,352,0.36,0.42,
v1477949078_1.lbl,12,64,352,0.36,0.42,
v1512221586_1.lbl,12,64,352,0.35895,0.3879,
v1481447344_1.lbl,48,48,352,0.36,0.42,
v1513785877_1.lbl,8,48,352,0.35895,0.3879,
v1511990415_1.lbl,16,12,352,0.35895,0.3879,
v1485790552_1.lbl,12,12,352,0.36,0.42,
v1512079016_1.lbl,12,32,352,0.35895,0.3879,
v1514157167_1.lbl,12,24,352,0.35895,0.3879,
v1477940440_1.lbl,12,64,352,0.36,0.42,
v1514007361_1.lbl,12,24,352,0.35895,0.3879,
v1474994800_5.lbl,60,48,352,0.36,0.42,
v1481736566_1.lbl,48,48,352,0.36,0.42,
v1477877758_1.lbl,32,32,352,0.36,0.42,
v1471755702_1.lbl,54,60,352,0.36,0.42,
v1468628883_1.lbl,12,12,352,0.36,0.42,
v1486729108_1.lbl,64,64,352,0.36,0.42,
v1478609134_1.lbl,64,64,352,0.36,0.42,
v1514141609_1.lbl,12,24,352,0.35895,0.3879,
v1485802676_1.lbl,64,64,352,0.36,0.42,
v1487121489_1.lbl,12,12,352,0.36,0.42,
v1514317135_1.lbl,64,64,352,0.35895,0.3879,
v1472947234_1.lbl,54,60,352,0.36,0.42,
v1485756126_1.lbl,32,64,352,0.36,0.42,
v1476490757_1.lbl,12,12,352,0.36,0.42,
v1481399993_1.lbl,48,48,352,0.36,0.42,
v1514225022_1.lbl,32,32,352,0.35895,0.3879,
v1485877524_1.lbl,24,24,352,0.36,0.42,
v1512238378_1.lbl,64,64,352,0.35895,0.3879,
v1471632088_8.lbl,54,60,352,0.36,0.42,
v1512001672_1.lbl,12,32,352,0.35895,0.3879,
v1486484517_1.lbl,64,64,352,0.36,0.42,
v1513881047_1.lbl,12,24,352,0.35895,0.3879,
v1513896041_1.lbl,12,24,352,0.35895,0.3879,
v1477597430_1.lbl,64,12,352,0.36,0.42,
v1485781084_1.lbl,64,64,352,0.36,0.42,
v1513879262_1.lbl,12,24,352,0.35895,0.3879,
v1512184135_1.lbl,12,64,352,0.35895,0.3879,
v1476287547_1.lbl,48,48,352,0.36,0.42,
v1513829150_1.lbl,64,64,352,0.35895,0.3879,
v1478554253_1.lbl,32,64,352,0.36,0.42,
v1514322989_1.lbl,64,64,352,0.35895,0.3879,
v1473176134_1.lbl,42,60,352,0.36,0.42,
v1476217159_1.lbl,24,24,352,0.36,0.42,
v1478488266_1.lbl,32,32,352,0.36,0.42,
v1485801031_1.lbl,12,12,352,0.36,0.42,
v1484524408_1.lbl,16,32,352,0.36,0.42,
v1481477937_1.lbl,48,48,352,0.36,0.42,
v1476490266_1.lbl,12,12,352,0.36,0.42,
v1513816598_1.lbl,8,48,352,0.35895,0.3879,
v1487004779_1.lbl,64,64,352,0.36,0.42,
v1485797226_1.lbl,4,16,352,0.36,0.42,
v1514557888_1.lbl,16,12,352,0.35895,0.3879,
v1513894193_1.lbl,12,24,352,0.35895,0.3879,
v1477483044_1.lbl,12,12,352,0.36,0.42,
v1512173318_1.lbl,12,64,352,0.35895,0.3879,
v1513896755_5.lbl,12,24,352,0.35895,0.3879,
v1481625703_1.lbl,12,24,352,0.36,0.42,
v1471000701_1.lbl,54,60,352,0.36,0.42,
v1512186737_1.lbl,12,64,352,0.35895,0.3879,
v1514305926_1.lbl,64,64,352,0.35895,0.3879,
v1477877294_1.lbl,32,32,352,0.36,0.42,
v1481139785_1.lbl,48,24,352,0.36,0.42,
v1478494939_1.lbl,32,32,352,0.36,0.42,
v1512018250_1.lbl,12,32,352,0.35895,0.3879,
v1471137833_1.lbl,54,60,352,0.36,0.42,
v1472788055_1.lbl,54,60,352,0.36,0.42,
v1481589788_1.lbl,48,30,352,0.36,0.42,
v1472775416_1.lbl,54,60,352,0.36,0.42,
v1481465338_1.lbl,48,48,352,0.36,0.42,
v1485801089_1.lbl,12,12,352,0.36,0.42,
v1478042297_6.lbl,16,64,352,0.36,0.42,
v1470726870_1.lbl,54,60,352,0.36,0.42,
v1512067218_1.lbl,12,32,352,0.35895,0.3879,
v1511996866_1.lbl,24,12,352,0.35895,0.3879,
v1476217575_1.lbl,24,24,352,0.36,0.42,
v1479404382_1.lbl,64,64,352,0.36,0.42,
v1514088080_1.lbl,24,36,352,0.35895,0.3879,
v1486558487_1.lbl,64,64,352,0.36,0.42,
v1513817833_1.lbl,8,48,352,0.35895,0.3879,
v1483156810_1.lbl,34,38,352,0.36,0.42,
v1514080996_1.lbl,18,36,352,0.35895,0.3879,
v1512166114_1.lbl,12,64,352,0.35895,0.3879,
v1483234744_1.lbl,15,10,352,0.36,0.42,
v1472293170_1.lbl,54,60,352,0.36,0.42,
v1471125305_1.lbl,54,60,352,0.36,0.42,
v1513897826_1.lbl,12,24,352,0.35895,0.3879,
v1514560022_1.lbl,16,12,352,0.35895,0.3879,
v1512227831_1.lbl,12,64,352,0.35895,0.3879,
v1483223869_1.lbl,14,12,352,0.36,0.42,
v1472806096_6.lbl,54,60,352,0.36,0.42,
v1477441016_1.lbl,48,48,352,0.36,0.42,
v1514060576_1.lbl,24,48,352,0.35895,0.3879,
v1477489267_1.lbl,12,12,352,0.36,0.42,
v1514085026_1.lbl,18,36,352,0.35895,0.3879,
v1480515593_1.lbl,32,32,352,0.36,0.42,
v1511978086_1.lbl,16,12,352,0.35895,0.3879,
v1478479955_1.lbl,32,32,352,0.36,0.42,
v1479750351_1.lbl,64,64,352,0.36,0.42,
v1487023981_1.lbl,64,64,352,0.36,0.42,
v1486853192_1.lbl,64,64,352,0.36,0.42,
v1481626923_1.lbl,12,24,352,0.36,0.42,
v1472143260_4.lbl,54,60,352,0.36,0.42,
v1514141145_1.lbl,12,40,352,0.35895,0.3879,
v1511991364_1.lbl,16,12,352,0.35895,0.3879,
v1483194615_1.lbl,14,14,352,0.36,0.42,
v1514563816_1.lbl,16,12,352,0.35895,0.3879,
v1472207724_1.lbl,54,60,352,0.36,0.42,
v1477480483_1.lbl,12,12,352,0.36,0.42,
v1478486013_1.lbl,32,32,352,0.36,0.42,
v1487102078_1.lbl,12,12,352,0.36,0.42,
v1481767040_1.lbl,12,24,352,0.36,0.42,
v1473754532_1.lbl,60,48,352,0.36,0.42,
v1512016324_1.lbl,12,32,352,0.35895,0.3879,
v1514006530_1.lbl,12,24,352,0.35895,0.3879,
v1514332405_1.lbl,64,64,352,0.35895,0.3879,
v1472929978_1.lbl,54,60,352,0.36,0.42,
v1514190083_1.lbl,32,32,352,0.35895,0.3879,
v1512160976_1.lbl,12,64,352,0.35895,0.3879,
v1471899404_1.lbl,54,60,352,0.36,0.42,
v1472002318_1.lbl,54,60,352,0.36,0.42,
v1467466186_1.lbl,48,48,352,0.36,0.42,
v1514291485_1.lbl,64,64,352,0.35895,0.3879,
v1514157472_1.lbl,12,24,352,0.35895,0.3879,
v1471114524_1.lbl,54,60,352,0.36,0.42,
v1481760651_1.lbl,64,64,352,0.36,0.42,
v1476804309_1.lbl,64,64,352,0.36,0.42,
v1470649812_1.lbl,54,60,352,0.36,0.42,
v1484769130_1.lbl,64,16,352,0.36,0.42,
v1481627451_1.lbl,12,24,352,0.36,0.42,
v1470651593_1.lbl,54,60,352,0.36,0.42,
v1472029290_1.lbl,54,60,352,0.36,0.42,
v1511990178_1.lbl,16,12,352,0.35895,0.3879,
v1487102454_1.lbl,12,12,352,0.36,0.42,
v1472155839_4.lbl,54,60,352,0.36,0.42,
v1486393899_1.lbl,64,64,352,0.36,0.42,
v1513902404_1.lbl,12,24,352,0.35895,0.3879,
v1487100871_1.lbl,12,12,352,0.36,0.42,
v1512205723_1.lbl,12,64,352,0.35895,0.3879,
v1514007298_1.lbl,12,24,352,0.35895,0.3879,
v1481384335_1.lbl,48,48,352,0.36,0.42,
v1485876348_1.lbl,24,24,352,0.36,0.42,
v1511996410_1.lbl,24,12,352,0.35895,0.3879,
v1513785466_6.lbl,8,48,352,0.35895,0.3879,
v1514564764_1.lbl,16,12,352,0.35895,0.3879,
v1485774985_1.lbl,4,16,352,0.36,0.42,
v1483233459_1.lbl,6,6,352,0.36,0.42,
v1485762554_1.lbl,32,64,352,0.36,0.42,
v1485780551_1.lbl,12,12,352,0.36,0.42,
v1512002094_1.lbl,12,32,352,0.35895,0.3879,
v1480789230_1.lbl,64,64,352,0.36,0.42,
v1483158023_1.lbl,36,64,352,0.36,0.42,
v1514217529_1.lbl,32,32,352,0.35895,0.3879,
v1481445527_1.lbl,48,48,352,0.36,0.42,
v1512357985_1.lbl,24,64,352,0.35895,0.3879,
v1512081462_1.lbl,12,32,352,0.35895,0.3879,
v1478550494_1.lbl,32,64,352,0.36,0.42,
v1512090131_1.lbl,12,32,352,0.35895,0.3879,
v1481178695_1.lbl,64,64,352,0.36,0.42,
v1472265061_1.lbl,54,60,352,0.36,0.42,
v1486386096_1.lbl,64,64,352,0.36,0.42,
v1474740939_1.lbl,60,48,352,0.36,0.42,
v1476832501_8.lbl,64,64,352,0.36,0.42,
v1514294223_1.lbl,64,64,352,0.35895,0.3879,
v1486988103_1.lbl,64,64,352,0.36,0.42,
v1485781025_1.lbl,4,16,352,0.36,0.42,
v1512361663_1.lbl,24,64,352,0.35895,0.3879,
v1472016698_1.lbl,54,60,352,0.36,0.42,
v1486844684_1.lbl,64,64,352,0.36,0.42,
v1512079834_1.lbl,12,32,352,0.35895,0.3879,
v1485752759_1.lbl,32,64,352,0.36,0.42,
v1512225750_1.lbl,12,64,352,0.35895,0.3879,
v1470863371_1.lbl,54,60,352,0.36,0.42,
v1485780823_1.lbl,12,12,352,0.36,0.42,
v1470965384_1.lbl,54,60,352,0.36,0.42,
v1478724856_1.lbl,48,48,352,0.36,0.42,
v1471680406_1.lbl,54,60,352,0.36,0.42,
v1470987038_1.lbl,54,60,352,0.36,0.42,
v1514300293_1.lbl,12,12,352,0.35895,0.3879,
v1483173808_1.lbl,8,8,352,0.36,0.42,
v1511983539_1.lbl,16,12,352,0.35895,0.3879,
v1514156183_1.lbl,12,24,352,0.35895,0.3879,
v1484841782_1.lbl,64,16,352,0.36,0.42,
v1514298007_3.lbl,12,12,352,0.35895,0.3879,
v1472020321_1.lbl,54,60,352,0.36,0.42,
v1485780324_1.lbl,12,12,352,0.36,0.42,
v1512358133_1.lbl,24,64,352,0.35895,0.3879,
v1477854274_1.lbl,32,32,352,0.36,0.42,
v1485780361_1.lbl,12,12,352,0.36,0.42,
v1473706712_1.lbl,60,48,352,0.36,0.42,
v1514558363_1.lbl,16,12,352,0.35895,0.3879,
v1472202363_1.lbl,54,60,352,0.36,0.42,
v1478553088_3.lbl,32,64,352,0.36,0.42,
v1487102531_1.lbl,12,12,352,0.36,0.42,
v1484608242_1.lbl,36,36,352,0.36,0.42,
v1471886805_5.lbl,54,60,352,0.36,0.42,
v1475860062_1.lbl,24,24,352,0.36,0.42,
v1479838262_1.lbl,48,48,352,0.36,0.42,
v1514295839_1.lbl,12,12,352,0.35895,0.3879,
v1513879556_1.lbl,12,24,352,0.35895,0.3879,
v1473808097_1.lbl,64,64,352,0.36,0.42,
v1477862730_1.lbl,32,32,352,0.36,0.42,
v1484598497_3.lbl,48,54,352,0.36,0.42,
v1485869099_1.lbl,24,24,352,0.36,0.42,
v1514472510_1.lbl,12,32,352,0.35895,0.3879,
v1485883720_1.lbl,24,24,352,0.36,0.42,
v1477850962_1.lbl,32,32,352,0.36,0.42,
v1485797285_1.lbl,4,16,352,0.36,0.42,
v1474071667_1.lbl,64,64,352,0.36,0.42,
v1478038134_1.lbl,16,64,352,0.36,0.42,
v1478483961_1.lbl,32,32,352,0.36,0.42,
v1514471666_1.lbl,12,32,352,0.35895,0.3879,
v1514198394_1.lbl,64,64,352,0.35895,0.3879,
v1471623081_1.lbl,54,60,352,0.36,0.42,
v1478549467_3.lbl,32,64,352,0.36,0.42,
v1470899084_1.lbl,54,60,352,0.36,0.42,
v1512077750_1.lbl,12,32,352,0.35895,0.3879,
v1474487236_1.lbl,60,48,352,0.36,0.42,
v1477696973_1.lbl,16,64,352,0.36,0.42,
v1486560075_1.lbl,48,48,352,0.36,0.42,
v1477437155_1.lbl,48,48,352,0.36,0.42,
v1514190729_1.lbl,16,24,352,0.35895,0.3879,
v1478481584_1.lbl,32,32,352,0.36,0.42,
v1487088239_1.lbl,48,64,352,0.36,0.42,
v1487122290_1.lbl,12,12,352,0.36,0.42,
v1473755164_1.lbl,60,48,352,0.36,0.42,
v1513888544_1.lbl,12,24,352,0.35895,0.3879,
v1472459844_1.lbl,54,60,352,0.36,0.42,
v1487110563_1.lbl,48,64,352,0.36,0.42,
v1512172797_1.lbl,12,64,352,0.35895,0.3879,
v1511995498_1.lbl,24,12,352,0.35895,0.3879,
v1471507337_1.lbl,54,60,352,0.36,0.42,
v1513889195_1.lbl,12,24,352,0.35895,0.3879,
v1512188763_3.lbl,12,64,352,0.35895,0.3879,
v1513886339_1.lbl,12,24,352,0.35895,0.3879,
v1485878342_1.lbl,24,24,352,0.36,0.42,
v1514078992_3.lbl,18,36,352,0.35895,0.3879,
v1514345503_1.lbl,64,64,352,0.35895,0.3879,
v1487100600_1.lbl,12,12,352,0.36,0.42,
v1514299573_1.lbl,12,12,352,0.35895,0.3879,
v1485761523_3.lbl,32,64,352,0.36,0.42,
v1514575328_1.lbl,16,12,352,0.35895,0.3879,
v1478556066_1.lbl,32,64,352,0.36,0.42,
v1479231271_1.lbl,64,64,352,0.36,0.42,
v1486994345_1.lbl,64,64,352,0.36,0.42,
v1485800974_1.lbl,12,12,352,0.36,0.42,
v1478611455_1.lbl,48,48,352,0.36,0.42,
v1484841008_4.lbl,64,16,352,0.36,0.42,
v1476044628_1.lbl,60,48,352,0.36,0.42,
v1485881961_1.lbl,24,24,352,0.36,0.42,
v1513884911_1.lbl,12,24,352,0.35895,0.3879,
v1512059958_1.lbl,12,32,352,0.35895,0.3879,
v1514565950_1.lbl,16,12,352,0.35895,0.3879,
v1511982117_1.lbl,16,12,352,0.35895,0.3879,
v1478493105_1.lbl,32,32,352,0.36,0.42,
v1514575091_1.lbl,16,12,352,0.35895,0.3879,
v1512091397_1.lbl,12,32,352,0.35895,0.3879,
v1476285243_1.lbl,54,48,352,0.36,0.42,
v1486791557_1.lbl,64,64,352,0.36,0.42,
v1512170195_1.lbl,12,64,352,0.35895,0.3879,
v1472263306_1.lbl,54,60,352,0.36,0.42,
