Filename,Lines,Samples,Bands,First_Band,Last_Band,Confidence
v1871434808_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871512645_1.lbl,24,44,352,0.35,5.102,0.0654930209913
v1871562035_1.lbl,64,64,352,0.35,5.102,0.0654930209913
v1871434766_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435684_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434684_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434679_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435679_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435154_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871486263_1.lbl,52,46,352,0.35,5.102,0.0654930209913
v1871434585_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434154_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433893_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435721_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434721_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434764_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435420_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435465_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434420_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433973_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434465_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434348_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435348_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435089_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434458_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433620_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435375_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435388_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434759_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434388_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435074_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434644_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435644_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871506885_1.lbl,24,44,352,0.35,5.102,0.0654930209913
v1871435169_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434169_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434545_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433816_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871510078_1.lbl,24,24,352,0.35,5.102,0.0654930209913
v1871434194_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433853_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434500_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434992_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435194_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435500_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435268_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434015_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434856_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434050_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434813_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435015_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435050_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435738_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434351_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435351_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435209_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433719_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434209_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871498578_1.lbl,62,54,352,0.35,5.102,0.0654930209913
v1871434933_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435271_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435234_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434271_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433761_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434234_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433724_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433580_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434090_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434391_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435614_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435651_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434614_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434139_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435139_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435515_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435181_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433846_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434515_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434987_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434550_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434408_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435408_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435360_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433635_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434709_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435709_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434771_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434734_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871559391_1.lbl,58,64,352,0.35,5.102,0.0654930209913
v1871433923_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434470_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434435_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435470_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435435_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435318_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434318_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871505982_1.lbl,34,20,352,0.35,5.102,0.0654930209913
v1871434691_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435691_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435629_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434629_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433886_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434590_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435104_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433669_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434085_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433595_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434883_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871510194_1.lbl,24,48,352,0.35,5.102,0.0654930209913
v1871433694_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434963_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871437687_1.lbl,32,64,352,0.35,5.102,0.0654930209913
v1871564899_1.lbl,42,32,352,0.35,5.102,0.0654930209913
v1871433789_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434299_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871485609_1.lbl,48,50,352,0.35,5.102,0.0654930209913
v1871434221_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433774_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434264_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435221_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871504429_1.lbl,24,24,352,0.35,5.102,0.0654930209913
v1871435549_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434259_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433749_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435574_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435589_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435045_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435000_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434806_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434045_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434843_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434000_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435301_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433654_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434301_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871487830_1.lbl,44,46,352,0.35,5.102,0.0654930209913
v1871435632_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434632_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434677_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871438381_1.lbl,32,64,352,0.35,5.102,0.0654930209913
v1871433938_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435346_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435303_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871514058_1.lbl,38,32,352,0.35,5.102,0.0654930209913
v1871434346_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435047_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435002_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434047_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433980_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434841_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434386_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434087_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433597_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433940_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434413_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435087_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435413_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433776_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434266_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435266_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434122_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871561193_1.lbl,64,64,352,0.35,5.102,0.0654930209913
v1871434167_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435122_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433921_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435472_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434858_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434736_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435736_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434945_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434592_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434900_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435592_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433717_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434207_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871501544_1.lbl,62,54,352,0.35,5.102,0.0654930209913
v1871435517_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435552_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434517_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434985_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434552_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433801_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433672_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871512529_1.lbl,24,24,352,0.35,5.102,0.0654930209913
v1871433637_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434898_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871505202_1.lbl,34,20,352,0.35,5.102,0.0654930209913
v1871433756_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434246_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435246_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433838_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434102_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434147_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435102_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435147_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433925_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433960_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434433_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435433_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435323_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434366_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434323_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433918_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435067_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435022_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433577_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434067_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434861_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434022_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435612_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435286_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434612_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434286_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433796_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434657_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871508185_1.lbl,22,42,352,0.35,5.102,0.0654930209913
v1871434187_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871511682_1.lbl,24,24,352,0.35,5.102,0.0654930209913
v1871435492_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871558831_1.lbl,54,28,352,0.35,5.102,0.0654930209913
v1871433652_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434793_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433617_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435537_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435572_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434537_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434572_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433821_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435636_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434958_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871507375_1.lbl,24,24,352,0.35,5.102,0.0654930209913
v1871434965_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434920_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433901_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434885_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435452_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433692_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434716_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435753_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435716_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434878_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434124_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435124_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435161_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435609_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434609_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434751_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434714_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435751_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435380_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435714_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435338_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871507603_1.lbl,26,22,352,0.35,5.102,0.0654930209913
v1871434338_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433903_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434450_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434415_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435450_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435415_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434791_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433615_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434428_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435428_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435490_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871509307_1.lbl,24,24,352,0.35,5.102,0.0654930209913
v1871434490_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434729_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435729_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434119_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435119_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435634_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435671_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434634_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435535_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433866_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434535_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434570_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433689_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435748_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435065_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435020_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434826_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433575_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434065_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434863_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434020_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435321_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433674_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434321_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435554_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434279_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433769_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434284_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433794_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871505823_1.lbl,16,24,352,0.35,5.102,0.0654930209913
v1871434100_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434943_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434594_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435594_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435569_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433754_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434244_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435201_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435244_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434788_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433649_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871428768_1.lbl,24,48,352,0.35,5.102,0.0654930209913
v1871433819_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433732_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871505043_1.lbl,16,24,352,0.35,5.102,0.0654930209913
v1871434925_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434960_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435166_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433697_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434756_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435756_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434838_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434880_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435457_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871493455_1.lbl,56,54,352,0.35,5.102,0.0654930209913
v1871491723_1.lbl,40,22,352,0.35,5.102,0.0654930209913
v1871433612_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433657_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434796_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435497_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434003_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434497_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435676_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434918_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435577_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435532_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434577_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433824_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433861_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434532_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435027_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435062_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434027_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434062_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434821_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433572_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435326_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871441458_1.lbl,30,64,352,0.35,5.102,0.0654930209913
v1871435363_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434326_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434363_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433958_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434182_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435283_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435617_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434652_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434617_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434142_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434107_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435142_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435107_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435206_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433878_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433965_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434473_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433998_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434241_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433751_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434204_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871490170_1.lbl,32,24,352,0.35,5.102,0.0654930209913
v1871433714_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435241_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435204_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434903_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434105_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871558390_1.lbl,42,28,352,0.35,5.102,0.0654930209913
v1871434018_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434361_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435025_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435060_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434025_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434866_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434060_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434823_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433570_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435281_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433791_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434281_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433729_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434239_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435239_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435495_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433983_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434495_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434769_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433610_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434468_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434689_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435258_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435689_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435530_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434575_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433826_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433863_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434530_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434159_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435159_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435674_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434674_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434164_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435164_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871476436_1.lbl,40,42,352,0.35,5.102,0.0654930209913
v1871435298_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435649_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434649_1.lbl,6,16,352,0.35,5.102,0.0654930209913
