Filename,Lines,Samples,Bands,First_Band,Last_Band,Confidence
v1871439307_1.lbl,30,64,352,0.35,5.102,0.0654930209913
v1871435199_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434199_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435378_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434378_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434410_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433943_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433906_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434455_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871439958_1.lbl,30,64,352,0.35,5.102,0.0654930209913
v1871435410_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435084_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435455_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435079_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434711_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434754_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435711_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435385_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433709_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434219_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435219_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435341_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434304_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434341_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435005_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435040_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434005_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434846_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434040_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434803_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434381_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433590_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434080_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434261_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433771_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434224_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433734_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435261_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435224_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434923_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434430_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433963_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434475_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435430_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435475_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435358_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871565958_1.lbl,42,36,352,0.35,5.102,0.0654930209913
v1871434358_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434731_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434774_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435731_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434488_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435669_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434669_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434144_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433883_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435144_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434694_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435694_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435184_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435510_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434555_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433806_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434184_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433843_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434510_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434982_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435278_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435654_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434654_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434179_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435179_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434749_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434398_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435398_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434448_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435099_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435365_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433630_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434938_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435656_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435186_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435557_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435512_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434557_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433804_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433841_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434512_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434980_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433632_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433677_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871511523_1.lbl,16,24,352,0.35,5.102,0.0654930209913
v1871434818_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434776_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435733_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435477_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434696_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871490935_1.lbl,42,22,352,0.35,5.102,0.0654930209913
v1871434202_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433712_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435696_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434597_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434905_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433881_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434940_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435597_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433945_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434453_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433592_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434082_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435082_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434383_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435383_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434162_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434127_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435127_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871568206_1.lbl,64,64,352,0.35,5.102,0.0654930209913
v1871433858_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434226_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433736_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435263_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435226_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434672_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434637_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433898_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435007_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435042_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433985_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434493_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434042_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434801_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871433978_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435306_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871435343_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434306_1.lbl,6,16,352,0.35,5.102,0.0654930209913
v1871434343_1.lbl,6,16,352,0.35,5.102,0.0654930209913
